customer_id,age_cat,freq_cat
3606,age35~49,freq2
3607,age35~49,freq0
3608,age20~34,freq2
3609,age20~34,freq3~
3610,age35~49,freq1
3611,age20~34,freq0
3612,age20~34,freq1
3613,age35~49,freq1
3614,age35~49,freq1
3615,age20~34,freq1
3616,age35~49,freq2
3617,age35~49,freq3~
3618,age50~,freq3~
3619,age20~34,freq0
3620,age20~34,freq0
3621,age20~34,freq1
3622,age35~49,freq3~
3623,age35~49,freq0
3624,age35~49,freq1
3625,age35~49,freq0
3626,age35~49,freq3~
3627,age35~49,freq0
3628,age50~,freq0
3629,age~19,freq1
3630,age50~,freq2
3631,age50~,freq3~
3632,age20~34,freq0
3633,age20~34,freq0
3634,age~19,freq0
3635,age35~49,freq0
3636,age35~49,freq1
3637,age35~49,freq0
3638,age20~34,freq1
3639,age35~49,freq0
3640,age35~49,freq2
3641,age20~34,freq0
3642,age20~34,freq0
3643,age50~,freq0
3644,age35~49,freq1
3645,age20~34,freq2
3646,age35~49,freq1
3647,age50~,freq3~
3648,age50~,freq3~
3649,age50~,freq0
3650,age50~,freq0
3651,age35~49,freq1
3652,age35~49,freq0
3653,age50~,freq0
3654,age35~49,freq3~
3655,age20~34,freq0
3656,age35~49,freq1
3657,age50~,freq1
3658,age35~49,freq1
3659,age~19,freq0
3660,age35~49,freq3~
3661,age35~49,freq3~
3662,age~19,freq3~
3663,age20~34,freq3~
3664,age20~34,freq3~
3665,age20~34,freq0
3666,age20~34,freq1
3667,age20~34,freq3~
3668,age~19,freq0
3669,age35~49,freq0
3670,age20~34,freq3~
3671,age~19,freq1
3672,age20~34,freq0
3673,age20~34,freq0
3674,age50~,freq0
3675,age20~34,freq0
3676,age~19,freq0
3677,age~19,freq2
3678,age20~34,freq0
3679,age35~49,freq1
3680,age35~49,freq1
3681,age~19,freq1
3682,age~19,freq1
3683,age20~34,freq3~
3684,age20~34,freq2
3685,age50~,freq1
3686,age35~49,freq1
3687,age20~34,freq3~
3688,age20~34,freq1
3689,age35~49,freq2
3690,age35~49,freq0
3691,age20~34,freq0
3692,age35~49,freq1
3693,age20~34,freq0
3694,age35~49,freq1
3695,age35~49,freq1
3696,age35~49,freq1
3697,age50~,freq1
3698,age50~,freq1
3699,age20~34,freq0
3700,age20~34,freq1
3701,age20~34,freq2
3702,age35~49,freq1
3703,age50~,freq0
3704,age35~49,freq3~
3705,age35~49,freq1
3706,age20~34,freq1
3707,age20~34,freq1
3708,age35~49,freq0
3709,age35~49,freq3~
3710,age35~49,freq0
3711,age20~34,freq0
3712,age50~,freq0
3713,age35~49,freq0
3714,age35~49,freq0
3715,age35~49,freq0
3716,age35~49,freq3~
3717,age50~,freq0
3718,age50~,freq1
3719,age50~,freq1
3720,age35~49,freq0
3721,age20~34,freq3~
3722,age~19,freq0
3723,age35~49,freq3~
3724,age35~49,freq0
3725,age20~34,freq0
3726,age35~49,freq1
3727,age35~49,freq0
3728,age35~49,freq3~
3729,age35~49,freq2
3730,age~19,freq1
3731,age20~34,freq1
3732,age20~34,freq3~
3733,age50~,freq1
3734,age20~34,freq0
3735,age35~49,freq3~
3736,age~19,freq1
3737,age35~49,freq0
3738,age50~,freq3~
3739,age20~34,freq0
3740,age50~,freq0
3741,age~19,freq0
3742,age35~49,freq0
3743,age~19,freq0
3744,age50~,freq1
3745,age~19,freq2
3746,age50~,freq3~
3747,age~19,freq3~
3748,age20~34,freq2
3749,age35~49,freq0
3750,age20~34,freq0
3751,age20~34,freq1
3752,age20~34,freq2
3753,age~19,freq3~
3754,age35~49,freq3~
3755,age20~34,freq1
3756,age35~49,freq0
3757,age20~34,freq2
3758,age20~34,freq2
3759,age20~34,freq0
3760,age50~,freq3~
3761,age35~49,freq2
3762,age35~49,freq0
3763,age50~,freq0
3764,age50~,freq0
3765,age20~34,freq0
3766,age20~34,freq3~
3767,age35~49,freq3~
3768,age20~34,freq1
3769,age20~34,freq3~
3770,age35~49,freq0
3771,age20~34,freq2
3772,age50~,freq1
3773,age20~34,freq1
3774,age35~49,freq1
3775,age~19,freq1
3776,age35~49,freq3~
3777,age50~,freq0
3778,age~19,freq0
3779,age20~34,freq0
3780,age35~49,freq2
3781,age20~34,freq3~
3782,age50~,freq3~
3783,age50~,freq0
3784,age35~49,freq1
3785,age20~34,freq3~
3786,age20~34,freq2
3787,age35~49,freq2
3788,age20~34,freq0
3789,age35~49,freq0
3790,age50~,freq0
3791,age20~34,freq2
3792,age35~49,freq1
3793,age50~,freq0
3794,age20~34,freq3~
3795,age35~49,freq1
3796,age35~49,freq1
3797,age~19,freq0
3798,age~19,freq1
3799,age20~34,freq0
3800,age20~34,freq1
3801,age~19,freq1
3802,age50~,freq1
3803,age20~34,freq1
3804,age35~49,freq1
3805,age20~34,freq3~
3806,age~19,freq0
3807,age35~49,freq0
3808,age35~49,freq0
3809,age20~34,freq2
3810,age20~34,freq0
3811,age50~,freq0
3812,age35~49,freq0
3813,age20~34,freq3~
3814,age20~34,freq3~
3815,age20~34,freq1
3816,age35~49,freq3~
3817,age35~49,freq1
3818,age~19,freq2
3819,age50~,freq0
3820,age20~34,freq1
3821,age50~,freq1
3822,age20~34,freq0
3823,age35~49,freq1
3824,age20~34,freq0
3825,age35~49,freq0
3826,age20~34,freq1
3827,age35~49,freq0
3828,age~19,freq2
3829,age~19,freq2
3830,age35~49,freq0
3831,age35~49,freq1
3832,age50~,freq1
3833,age35~49,freq0
3834,age20~34,freq0
3835,age50~,freq1
3836,age35~49,freq1
3837,age35~49,freq1
3838,age20~34,freq1
3839,age35~49,freq1
3840,age20~34,freq1
3841,age20~34,freq1
3842,age35~49,freq1
3843,age20~34,freq1
3844,age35~49,freq0
3845,age50~,freq3~
3846,age35~49,freq0
3847,age35~49,freq1
3848,age35~49,freq0
3849,age35~49,freq3~
3850,age20~34,freq0
3851,age50~,freq0
3852,age20~34,freq3~
3853,age35~49,freq0
3854,age20~34,freq0
3855,age35~49,freq1
3856,age35~49,freq1
3857,age35~49,freq0
3858,age50~,freq0
3859,age35~49,freq3~
3860,age20~34,freq1
3861,age35~49,freq2
3862,age35~49,freq1
3863,age20~34,freq1
3864,age50~,freq1
3865,age20~34,freq3~
3866,age50~,freq1
3867,age20~34,freq0
3868,age20~34,freq0
3869,age~19,freq0
3870,age35~49,freq1
3871,age50~,freq1
3872,age35~49,freq3~
3873,age35~49,freq1
3874,age~19,freq1
3875,age50~,freq0
3876,age35~49,freq0
3877,age35~49,freq1
3878,age50~,freq0
3879,age20~34,freq1
3880,age35~49,freq3~
3881,age20~34,freq0
3882,age20~34,freq2
3883,age50~,freq3~
3884,age35~49,freq0
3885,age35~49,freq0
3886,age~19,freq0
3887,age50~,freq3~
3888,age50~,freq1
3889,age20~34,freq3~
3890,age~19,freq0
3891,age50~,freq1
3892,age50~,freq0
3893,age35~49,freq2
3894,age20~34,freq0
3895,age35~49,freq3~
3896,age20~34,freq1
3897,age35~49,freq3~
3898,age20~34,freq1
3899,age20~34,freq0
3900,age35~49,freq1
3901,age20~34,freq0
3902,age35~49,freq0
3903,age20~34,freq1
3904,age35~49,freq3~
3905,age35~49,freq3~
3906,age20~34,freq3~
3907,age35~49,freq3~
3908,age35~49,freq0
3909,age35~49,freq0
3910,age35~49,freq0
3911,age50~,freq0
3912,age35~49,freq3~
3913,age50~,freq0
3914,age~19,freq0
3915,age50~,freq1
3916,age20~34,freq0
3917,age35~49,freq3~
3918,age35~49,freq2
3919,age~19,freq3~
3920,age35~49,freq1
3921,age35~49,freq2
3922,age50~,freq0
3923,age20~34,freq0
3924,age20~34,freq3~
3925,age50~,freq3~
3926,age50~,freq3~
3927,age50~,freq3~
3928,age35~49,freq0
3929,age35~49,freq0
3930,age35~49,freq1
3931,age35~49,freq0
3932,age35~49,freq3~
3933,age50~,freq0
3934,age35~49,freq0
3935,age35~49,freq0
3936,age35~49,freq2
3937,age35~49,freq3~
3938,age50~,freq2
3939,age20~34,freq3~
3940,age50~,freq0
3941,age20~34,freq3~
3942,age20~34,freq0
3943,age50~,freq1
3944,age35~49,freq1
3945,age50~,freq0
3946,age20~34,freq0
3947,age35~49,freq0
3948,age35~49,freq1
3949,age20~34,freq3~
3950,age35~49,freq1
3951,age20~34,freq0
3952,age50~,freq1
3953,age35~49,freq1
3954,age35~49,freq0
3955,age35~49,freq0
3956,age35~49,freq0
3957,age35~49,freq3~
3958,age~19,freq0
3959,age35~49,freq3~
3960,age35~49,freq2
3961,age20~34,freq1
3962,age20~34,freq0
3963,age~19,freq3~
3964,age35~49,freq3~
3965,age50~,freq3~
3966,age~19,freq1
3967,age20~34,freq2
3968,age20~34,freq0
3969,age50~,freq2
3970,age50~,freq0
3971,age50~,freq0
3972,age35~49,freq0
3973,age35~49,freq0
3974,age50~,freq2
3975,age20~34,freq0
3976,age35~49,freq3~
3977,age20~34,freq3~
3978,age20~34,freq3~
3979,age35~49,freq1
3980,age20~34,freq3~
3981,age50~,freq0
3982,age35~49,freq3~
3983,age35~49,freq1
3984,age~19,freq1
3985,age50~,freq1
3986,age35~49,freq0
3987,age35~49,freq1
3988,age35~49,freq2
3989,age35~49,freq1
3990,age20~34,freq2
3991,age35~49,freq3~
3992,age35~49,freq3~
3993,age20~34,freq1
3994,age20~34,freq3~
3995,age35~49,freq1
3996,age35~49,freq3~
3997,age35~49,freq0
3998,age20~34,freq3~
3999,age35~49,freq3~
4000,age20~34,freq0
4001,age20~34,freq1
4002,age35~49,freq0
4003,age20~34,freq0
4004,age20~34,freq0
4005,age35~49,freq1
4006,age35~49,freq0
4007,age35~49,freq0
4008,age20~34,freq0
4009,age35~49,freq3~
4010,age50~,freq0
4011,age35~49,freq0
4012,age20~34,freq3~
4013,age20~34,freq3~
4014,age35~49,freq1
4015,age20~34,freq0
4016,age20~34,freq0
4017,age35~49,freq0
4018,age35~49,freq2
4019,age35~49,freq0
4020,age35~49,freq1
4021,age35~49,freq0
4022,age35~49,freq0
4023,age35~49,freq0
4024,age~19,freq0
4025,age35~49,freq0
4026,age35~49,freq0
4027,age20~34,freq0
4028,age20~34,freq0
4029,age35~49,freq3~
4030,age20~34,freq1
4031,age35~49,freq0
4032,age35~49,freq0
4033,age~19,freq2
4034,age20~34,freq2
4035,age~19,freq0
4036,age35~49,freq3~
4037,age20~34,freq0
4038,age50~,freq0
4039,age35~49,freq0
4040,age35~49,freq1
4041,age20~34,freq0
4042,age35~49,freq0
4043,age~19,freq1
4044,age35~49,freq2
4045,age20~34,freq1
4046,age20~34,freq0
4047,age~19,freq0
4048,age20~34,freq0
4049,age35~49,freq2
4050,age20~34,freq3~
4051,age35~49,freq1
4052,age35~49,freq0
4053,age~19,freq1
4054,age20~34,freq1
4055,age35~49,freq1
4056,age35~49,freq3~
4057,age20~34,freq2
4058,age20~34,freq2
4059,age35~49,freq2
4060,age50~,freq0
4061,age20~34,freq1
4062,age35~49,freq1
4063,age~19,freq1
4064,age35~49,freq0
4065,age~19,freq3~
4066,age20~34,freq1
4067,age20~34,freq3~
4068,age35~49,freq1
4069,age35~49,freq2
4070,age20~34,freq3~
4071,age20~34,freq1
4072,age35~49,freq0
4073,age35~49,freq1
4074,age35~49,freq3~
4075,age35~49,freq1
4076,age20~34,freq3~
4077,age20~34,freq1
4078,age20~34,freq1
4079,age35~49,freq2
4080,age20~34,freq3~
4081,age50~,freq0
4082,age35~49,freq3~
4083,age20~34,freq0
4084,age35~49,freq0
4085,age50~,freq0
4086,age~19,freq1
4087,age35~49,freq2
4088,age50~,freq0
4089,age35~49,freq0
4090,age20~34,freq2
4091,age50~,freq1
4092,age35~49,freq3~
4093,age35~49,freq0
4094,age35~49,freq2
4095,age35~49,freq0
4096,age35~49,freq1
4097,age20~34,freq0
4098,age~19,freq0
4099,age35~49,freq0
4100,age50~,freq1
4101,age35~49,freq0
4102,age35~49,freq2
4103,age20~34,freq1
4104,age20~34,freq3~
4105,age50~,freq0
4106,age50~,freq0
4107,age20~34,freq1
4108,age35~49,freq0
4109,age35~49,freq0
4110,age35~49,freq1
4111,age35~49,freq0
4112,age20~34,freq1
4113,age20~34,freq1
4114,age~19,freq1
4115,age35~49,freq3~
4116,age35~49,freq3~
4117,age35~49,freq3~
4118,age35~49,freq0
4119,age50~,freq3~
4120,age35~49,freq1
4121,age50~,freq1
4122,age20~34,freq1
4123,age50~,freq1
4124,age50~,freq0
4125,age20~34,freq2
4126,age35~49,freq1
4127,age20~34,freq1
4128,age50~,freq0
4129,age35~49,freq0
4130,age20~34,freq0
4131,age20~34,freq0
4132,age20~34,freq1
4133,age20~34,freq0
4134,age35~49,freq2
4135,age20~34,freq0
4136,age35~49,freq3~
4137,age35~49,freq2
4138,age50~,freq1
4139,age50~,freq0
4140,age20~34,freq0
4141,age20~34,freq0
4142,age35~49,freq0
4143,age35~49,freq0
4144,age50~,freq2
4145,age20~34,freq3~
4146,age35~49,freq2
4147,age20~34,freq0
4148,age20~34,freq3~
4149,age20~34,freq1
4150,age20~34,freq1
4151,age35~49,freq0
4152,age50~,freq3~
4153,age50~,freq2
4154,age35~49,freq2
4155,age20~34,freq1
4156,age~19,freq1
4157,age35~49,freq3~
4158,age50~,freq0
4159,age35~49,freq3~
4160,age20~34,freq1
4161,age35~49,freq1
4162,age20~34,freq0
4163,age20~34,freq1
4164,age35~49,freq0
4165,age35~49,freq0
4166,age~19,freq1
4167,age20~34,freq1
4168,age20~34,freq1
4169,age35~49,freq1
4170,age35~49,freq3~
4171,age35~49,freq0
4172,age~19,freq0
4173,age50~,freq3~
4174,age35~49,freq0
4175,age35~49,freq0
4176,age20~34,freq1
4177,age35~49,freq3~
4178,age35~49,freq2
4179,age~19,freq0
4180,age20~34,freq1
4181,age35~49,freq1
4182,age35~49,freq0
4183,age20~34,freq1
4184,age50~,freq3~
4185,age20~34,freq0
4186,age20~34,freq0
4187,age~19,freq3~
4188,age35~49,freq0
4189,age20~34,freq0
4190,age50~,freq1
4191,age35~49,freq1
4192,age20~34,freq1
4193,age50~,freq3~
4194,age20~34,freq0
4195,age20~34,freq0
4196,age50~,freq3~
4197,age35~49,freq1
4198,age35~49,freq0
4199,age50~,freq2
4200,age20~34,freq0
4201,age50~,freq1
4202,age20~34,freq3~
4203,age50~,freq1
4204,age20~34,freq3~
4205,age35~49,freq0
4206,age35~49,freq2
4207,age20~34,freq0
4208,age50~,freq1
4209,age20~34,freq2
4210,age35~49,freq0
4211,age35~49,freq0
4212,age50~,freq0
4213,age35~49,freq3~
4214,age20~34,freq2
4215,age35~49,freq0
4216,age50~,freq1
4217,age35~49,freq0
4218,age20~34,freq1
4219,age50~,freq0
4220,age35~49,freq0
4221,age35~49,freq1
4222,age20~34,freq0
4223,age20~34,freq3~
4224,age50~,freq1
4225,age50~,freq0
4226,age~19,freq3~
4227,age~19,freq1
4228,age20~34,freq0
4229,age35~49,freq0
4230,age50~,freq3~
4231,age~19,freq3~
4232,age35~49,freq0
4233,age~19,freq3~
4234,age50~,freq2
4235,age20~34,freq1
4236,age20~34,freq0
4237,age35~49,freq3~
4238,age50~,freq1
4239,age50~,freq0
4240,age50~,freq3~
4241,age20~34,freq1
4242,age20~34,freq0
4243,age20~34,freq2
4244,age35~49,freq0
4245,age35~49,freq3~
4246,age50~,freq3~
4247,age20~34,freq3~
4248,age35~49,freq0
4249,age20~34,freq1
4250,age20~34,freq1
4251,age50~,freq3~
4252,age20~34,freq2
4253,age20~34,freq0
4254,age35~49,freq2
4255,age35~49,freq1
4256,age50~,freq3~
4257,age20~34,freq0
4258,age50~,freq3~
4259,age35~49,freq0
4260,age50~,freq3~
4261,age20~34,freq0
4262,age35~49,freq3~
4263,age35~49,freq3~
4264,age35~49,freq0
4265,age35~49,freq1
4266,age50~,freq0
4267,age50~,freq3~
4268,age~19,freq1
4269,age50~,freq3~
4270,age35~49,freq3~
4271,age50~,freq3~
4272,age~19,freq1
4273,age50~,freq1
4274,age35~49,freq2
4275,age35~49,freq3~
4276,age35~49,freq3~
4277,age20~34,freq0
4278,age~19,freq3~
4279,age20~34,freq0
4280,age35~49,freq0
4281,age35~49,freq0
4282,age35~49,freq3~
4283,age35~49,freq1
4284,age35~49,freq0
4285,age50~,freq0
4286,age20~34,freq1
4287,age20~34,freq3~
4288,age20~34,freq0
4289,age20~34,freq0
4290,age50~,freq2
4291,age20~34,freq0
4292,age~19,freq1
4293,age35~49,freq0
4294,age50~,freq0
4295,age50~,freq2
4296,age~19,freq1
4297,age50~,freq0
4298,age35~49,freq3~
4299,age20~34,freq0
4300,age35~49,freq0
4301,age20~34,freq1
4302,age35~49,freq0
4303,age50~,freq0
4304,age50~,freq2
4305,age50~,freq0
4306,age50~,freq0
4307,age35~49,freq0
4308,age35~49,freq0
4309,age20~34,freq3~
4310,age50~,freq0
4311,age50~,freq1
4312,age20~34,freq3~
4313,age20~34,freq1
4314,age20~34,freq0
4315,age50~,freq1
4316,age50~,freq3~
4317,age50~,freq1
4318,age50~,freq2
4319,age~19,freq0
4320,age35~49,freq1
4321,age35~49,freq1
4322,age35~49,freq1
4323,age~19,freq3~
4324,age~19,freq0
4325,age20~34,freq3~
4326,age50~,freq3~
4327,age35~49,freq0
4328,age50~,freq0
4329,age35~49,freq0
4330,age50~,freq0
4331,age50~,freq3~
4332,age35~49,freq1
4333,age50~,freq1
4334,age~19,freq1
4335,age~19,freq3~
4336,age35~49,freq0
4337,age20~34,freq1
4338,age20~34,freq1
4339,age20~34,freq0
4340,age20~34,freq2
4341,age35~49,freq2
4342,age50~,freq0
4343,age35~49,freq1
4344,age35~49,freq1
4345,age50~,freq0
4346,age35~49,freq2
4347,age20~34,freq3~
4348,age35~49,freq1
4349,age50~,freq0
4350,age35~49,freq0
4351,age50~,freq0
4352,age20~34,freq3~
4353,age50~,freq0
4354,age35~49,freq1
4355,age20~34,freq0
4356,age~19,freq1
4357,age35~49,freq1
4358,age20~34,freq1
4359,age35~49,freq0
4360,age20~34,freq0
4361,age20~34,freq1
4362,age35~49,freq0
4363,age35~49,freq0
4364,age20~34,freq3~
4365,age50~,freq1
4366,age~19,freq3~
4367,age35~49,freq1
4368,age35~49,freq1
4369,age20~34,freq0
4370,age35~49,freq1
4371,age20~34,freq0
4372,age35~49,freq1
4373,age~19,freq3~
4374,age20~34,freq0
4375,age35~49,freq0
4376,age~19,freq0
4377,age20~34,freq0
4378,age35~49,freq1
4379,age50~,freq0
4380,age35~49,freq0
4381,age35~49,freq0
4382,age35~49,freq3~
4383,age35~49,freq1
4384,age35~49,freq3~
4385,age35~49,freq1
4386,age~19,freq1
4387,age35~49,freq0
4388,age35~49,freq1
4389,age50~,freq3~
4390,age20~34,freq3~
4391,age20~34,freq0
4392,age35~49,freq1
4393,age50~,freq0
4394,age35~49,freq1
4395,age20~34,freq1
4396,age50~,freq3~
4397,age50~,freq0
4398,age50~,freq0
4399,age20~34,freq0
4400,age20~34,freq3~
4401,age35~49,freq1
4402,age50~,freq1
4403,age50~,freq3~
4404,age50~,freq1
4405,age20~34,freq1
4406,age35~49,freq0
4407,age~19,freq1
4408,age~19,freq0
4409,age35~49,freq0
4410,age20~34,freq1
4411,age20~34,freq0
4412,age20~34,freq3~
4413,age50~,freq2
4414,age35~49,freq0
4415,age35~49,freq3~
4416,age20~34,freq0
4417,age35~49,freq0
4418,age20~34,freq3~
4419,age50~,freq1
4420,age35~49,freq0
4421,age20~34,freq1
4422,age~19,freq0
4423,age~19,freq1
4424,age~19,freq0
4425,age35~49,freq3~
4426,age35~49,freq0
4427,age20~34,freq3~
4428,age20~34,freq2
4429,age20~34,freq1
4430,age20~34,freq0
4431,age35~49,freq3~
4432,age35~49,freq0
4433,age~19,freq1
4434,age35~49,freq1
4435,age50~,freq1
4436,age20~34,freq1
4437,age20~34,freq0
4438,age20~34,freq0
4439,age35~49,freq3~
4440,age35~49,freq1
4441,age20~34,freq1
4442,age~19,freq0
4443,age35~49,freq0
4444,age20~34,freq1
4445,age20~34,freq0
4446,age35~49,freq0
4447,age20~34,freq0
4448,age20~34,freq0
4449,age35~49,freq0
4450,age20~34,freq0
4451,age35~49,freq1
4452,age~19,freq3~
4453,age20~34,freq0
4454,age~19,freq0
4455,age35~49,freq0
4456,age35~49,freq1
4457,age35~49,freq1
4458,age35~49,freq1
4459,age50~,freq1
4460,age20~34,freq1
4461,age20~34,freq3~
4462,age35~49,freq1
4463,age35~49,freq0
4464,age35~49,freq0
4465,age50~,freq1
4466,age20~34,freq3~
4467,age20~34,freq0
4468,age~19,freq0
4469,age35~49,freq0
4470,age20~34,freq2
4471,age35~49,freq2
4472,age50~,freq2
4473,age20~34,freq0
4474,age~19,freq2
4475,age50~,freq3~
4476,age50~,freq1
4477,age35~49,freq1
4478,age35~49,freq1
4479,age~19,freq0
4480,age35~49,freq0
4481,age50~,freq0
4482,age50~,freq1
4483,age50~,freq1
4484,age35~49,freq0
4485,age35~49,freq3~
4486,age~19,freq0
4487,age35~49,freq1
4488,age35~49,freq0
4489,age20~34,freq1
4490,age35~49,freq3~
4491,age35~49,freq3~
4492,age20~34,freq3~
4493,age20~34,freq0
4494,age50~,freq2
4495,age20~34,freq1
4496,age50~,freq0
4497,age35~49,freq0
4498,age35~49,freq0
4499,age20~34,freq1
4500,age35~49,freq0
4501,age50~,freq0
4502,age35~49,freq0
4503,age20~34,freq1
4504,age35~49,freq1
4505,age20~34,freq3~
4506,age20~34,freq3~
4507,age20~34,freq1
4508,age20~34,freq0
4509,age20~34,freq0
4510,age50~,freq1
4511,age35~49,freq0
4512,age20~34,freq2
4513,age50~,freq0
4514,age35~49,freq1
4515,age~19,freq3~
4516,age35~49,freq3~
4517,age35~49,freq0
4518,age~19,freq0
4519,age20~34,freq0
4520,age50~,freq0
4521,age35~49,freq0
4522,age20~34,freq0
4523,age35~49,freq2
4524,age~19,freq1
4525,age35~49,freq0
4526,age~19,freq1
4527,age50~,freq0
4528,age50~,freq0
4529,age50~,freq0
4530,age~19,freq3~
4531,age50~,freq1
4532,age20~34,freq1
4533,age20~34,freq0
4534,age35~49,freq1
4535,age~19,freq3~
4536,age20~34,freq1
4537,age35~49,freq3~
4538,age~19,freq0
4539,age50~,freq0
4540,age50~,freq3~
4541,age20~34,freq3~
4542,age20~34,freq0
4543,age35~49,freq0
4544,age35~49,freq2
4545,age20~34,freq3~
4546,age20~34,freq1
4547,age35~49,freq3~
4548,age35~49,freq0
4549,age20~34,freq3~
4550,age35~49,freq2
4551,age20~34,freq2
4552,age35~49,freq1
4553,age35~49,freq0
4554,age20~34,freq0
4555,age20~34,freq1
4556,age35~49,freq2
4557,age20~34,freq2
4558,age~19,freq0
4559,age20~34,freq1
4560,age~19,freq0
4561,age20~34,freq1
4562,age50~,freq2
4563,age35~49,freq2
4564,age35~49,freq0
4565,age20~34,freq1
4566,age35~49,freq3~
4567,age20~34,freq3~
4568,age35~49,freq0
4569,age50~,freq0
4570,age~19,freq1
4571,age20~34,freq3~
4572,age20~34,freq1
4573,age50~,freq2
4574,age50~,freq0
4575,age50~,freq2
4576,age50~,freq2
4577,age35~49,freq1
4578,age~19,freq1
4579,age35~49,freq0
4580,age35~49,freq0
4581,age50~,freq3~
4582,age35~49,freq1
4583,age35~49,freq1
4584,age35~49,freq3~
4585,age35~49,freq1
4586,age35~49,freq0
4587,age35~49,freq3~
4588,age20~34,freq0
4589,age50~,freq1
4590,age20~34,freq3~
4591,age35~49,freq1
4592,age20~34,freq0
4593,age35~49,freq0
4594,age50~,freq1
4595,age35~49,freq1
4596,age~19,freq2
4597,age35~49,freq0
4598,age20~34,freq0
4599,age50~,freq0
4600,age50~,freq0
4601,age50~,freq0
4602,age35~49,freq0
4603,age~19,freq1
4604,age35~49,freq0
4605,age50~,freq1
4606,age50~,freq0
4607,age20~34,freq3~
4608,age20~34,freq2
4609,age50~,freq1
4610,age20~34,freq2
4611,age35~49,freq1
4612,age35~49,freq1
4613,age20~34,freq0
4614,age~19,freq0
4615,age35~49,freq3~
4616,age35~49,freq0
4617,age~19,freq3~
4618,age50~,freq0
4619,age50~,freq1
4620,age50~,freq1
4621,age35~49,freq1
4622,age35~49,freq1
4623,age35~49,freq1
4624,age50~,freq3~
4625,age50~,freq1
4626,age50~,freq2
4627,age50~,freq1
4628,age35~49,freq1
4629,age50~,freq2
4630,age~19,freq1
4631,age50~,freq0
4632,age35~49,freq0
4633,age35~49,freq2
4634,age35~49,freq0
4635,age20~34,freq1
4636,age50~,freq0
4637,age35~49,freq0
4638,age50~,freq0
4639,age~19,freq0
4640,age50~,freq2
4641,age35~49,freq1
4642,age50~,freq3~
4643,age35~49,freq3~
4644,age~19,freq1
4645,age50~,freq1
4646,age35~49,freq1
4647,age35~49,freq2
4648,age20~34,freq3~
4649,age~19,freq0
4650,age50~,freq2
4651,age20~34,freq0
4652,age20~34,freq1
4653,age50~,freq1
4654,age50~,freq3~
4655,age35~49,freq0
4656,age35~49,freq1
4657,age20~34,freq1
4658,age35~49,freq3~
4659,age35~49,freq2
4660,age~19,freq0
4661,age20~34,freq2
4662,age20~34,freq1
4663,age35~49,freq2
4664,age~19,freq3~
4665,age35~49,freq1
4666,age50~,freq1
4667,age35~49,freq1
4668,age20~34,freq1
4669,age35~49,freq0
4670,age35~49,freq0
4671,age20~34,freq0
4672,age~19,freq3~
4673,age50~,freq1
4674,age35~49,freq3~
4675,age35~49,freq3~
4676,age50~,freq0
4677,age35~49,freq0
4678,age50~,freq1
4679,age20~34,freq2
4680,age50~,freq0
4681,age50~,freq1
4682,age35~49,freq0
4683,age35~49,freq1
4684,age20~34,freq0
4685,age50~,freq2
4686,age50~,freq0
4687,age50~,freq0
4688,age35~49,freq0
4689,age35~49,freq0
4690,age20~34,freq2
4691,age20~34,freq1
4692,age35~49,freq0
4693,age50~,freq0
4694,age35~49,freq3~
4695,age20~34,freq1
4696,age50~,freq0
4697,age50~,freq0
4698,age50~,freq1
4699,age35~49,freq2
4700,age50~,freq3~
4701,age35~49,freq3~
4702,age~19,freq0
4703,age50~,freq0
4704,age20~34,freq3~
4705,age50~,freq2
4706,age50~,freq1
4707,age20~34,freq3~
4708,age35~49,freq0
4709,age50~,freq3~
4710,age35~49,freq0
4711,age20~34,freq0
4712,age35~49,freq0
4713,age35~49,freq0
4714,age20~34,freq0
4715,age50~,freq0
4716,age35~49,freq1
4717,age50~,freq2
4718,age35~49,freq0
4719,age20~34,freq1
4720,age~19,freq2
4721,age35~49,freq3~
4722,age20~34,freq3~
4723,age35~49,freq0
4724,age20~34,freq1
4725,age35~49,freq3~
4726,age35~49,freq0
4727,age35~49,freq3~
4728,age20~34,freq0
4729,age50~,freq0
4730,age20~34,freq1
4731,age20~34,freq0
4732,age20~34,freq3~
4733,age20~34,freq2
4734,age35~49,freq0
4735,age35~49,freq2
4736,age35~49,freq0
4737,age35~49,freq0
4738,age50~,freq0
4739,age20~34,freq2
4740,age50~,freq3~
4741,age~19,freq1
4742,age35~49,freq0
4743,age35~49,freq3~
4744,age20~34,freq1
4745,age~19,freq0
4746,age50~,freq0
4747,age35~49,freq1
4748,age35~49,freq3~
4749,age35~49,freq0
4750,age35~49,freq0
4751,age50~,freq1
4752,age20~34,freq0
4753,age20~34,freq2
4754,age50~,freq3~
4755,age~19,freq1
4756,age35~49,freq1
4757,age20~34,freq0
4758,age20~34,freq0
4759,age~19,freq0
4760,age20~34,freq2
4761,age35~49,freq0
4762,age~19,freq3~
4763,age50~,freq0
4764,age20~34,freq3~
4765,age35~49,freq1
4766,age20~34,freq1
4767,age35~49,freq0
4768,age20~34,freq1
4769,age20~34,freq0
4770,age35~49,freq2
4771,age35~49,freq0
4772,age20~34,freq1
4773,age20~34,freq0
4774,age50~,freq0
4775,age35~49,freq1
4776,age35~49,freq3~
4777,age35~49,freq2
4778,age20~34,freq0
4779,age~19,freq0
4780,age35~49,freq1
